sample_id,cs_flow_rate,pb_flow_rate,temperature,residence_time,plqy,emission_peak,fwhm,quality_class,pl_peak_wavelength,pl_peak_intensity,pl_integrated_intensity,pl_fwhm_calculated,abs_edge_wavelength,abs_peak_intensity,abs_integrated,stokes_shift,pl_symmetry,baseline_level
471,0.6,1.21,190.0,170.0,0.509,519.87,43.63,fair,514.1176470588235,1.0,69.39921122809244,42.35294117647061,400.0,1.0,127.67948004631785,114.11764705882354,0.7223157575868806,0.06936799860091232
472,0.6,1.47,175.5,186.7,0.5064,519.76,42.31,fair,524.7058823529412,1.0,71.83590392626084,42.352941176470665,400.0,1.0,124.99557667491084,124.70588235294122,0.9875753548817213,0.12433665034479183
473,1.03,0.82,146.3,77.2,0.92,514.01,23.17,excellent,512.9411764705883,1.0,34.09548716627459,22.35294117647061,400.0,1.0,119.15712785599082,112.94117647058829,0.8644026221900367,0.03715010218742602
474,1.18,0.66,149.7,192.5,0.7278,513.99,35.17,good,515.2941176470588,1.0,55.11517571222682,34.117647058823536,400.0,1.0,122.78947978219023,115.29411764705878,0.9494824241563286,0.07168726449697276
475,0.6,1.21,110.0,170.0,0.5128,518.19,41.71,fair,524.7058823529412,1.0,73.18163467211929,45.88235294117652,400.0,1.0,123.69075065481994,124.70588235294122,0.9466472535185628,0.11975880293817062
476,0.6,1.34,168.2,70.0,0.6905,516.93,35.21,good,516.4705882352941,1.0,53.84978533734401,37.64705882352945,400.0,1.0,123.40525174499854,116.47058823529414,0.8812020675380496,0.06609347348940084
477,0.6,1.09,146.4,153.3,0.5718,518.69,38.32,fair,518.8235294117648,1.0,67.04290441784462,38.82352941176475,400.0,1.0,123.2651550777902,118.82352941176475,0.8850384050133049,0.09309450161555488
478,0.6,0.96,131.8,120.0,0.5787,517.85,37.78,fair,516.4705882352941,1.0,60.18720812909902,40.0,400.0,1.0,121.77551840800116,116.47058823529414,0.8424601505877218,0.06440622894499189
479,0.67,0.88,147.0,121.1,0.8652,516.68,30.52,excellent,517.6470588235294,1.0,42.834519814936215,29.411764705882376,400.0,1.0,121.3838300496824,117.64705882352939,0.9836604651679364,0.03378230963690819
480,1.8,0.76,119.2,68.2,0.4507,511.1,52.88,fair,510.5882352941177,1.0,86.51076368706657,62.35294117647061,400.0,1.0,121.9137234359829,110.58823529411768,0.8909130774136225,0.0946337743383824
481,2.19,1.18,142.5,61.7,0.5925,513.61,36.5,fair,514.1176470588235,1.0,60.553392472564255,40.00000000000006,400.0,1.0,121.7745995121666,114.11764705882354,0.8915169123951399,0.07960779769721578
482,0.6,0.96,117.3,70.0,0.5092,518.53,41.22,fair,518.8235294117648,1.0,72.50155294761292,45.88235294117652,400.0,1.0,126.47511881192017,118.82352941176475,0.8753671062271501,0.10748690730693841
483,0.6,1.09,146.4,120.0,0.5091,519.13,39.86,fair,518.8235294117648,1.0,68.64498262569865,43.52941176470591,400.0,1.0,126.24097377670857,118.82352941176475,0.8591215021592878,0.0982885665267478
484,1.08,1.21,119.2,183.5,0.8427,515.18,29.28,excellent,514.1176470588235,1.0,45.816716056678814,29.41176470588232,400.0,1.0,122.5541571972783,114.11764705882354,0.851139954221337,0.051175856526144384
485,0.95,1.1,162.7,76.1,0.8398,517.67,26.07,excellent,517.6470588235294,1.0,40.32858902775305,24.70588235294116,400.0,1.0,127.27575627270755,117.64705882352939,0.9223395290580856,0.044360778248294895
486,0.6,1.34,190.0,153.3,0.3427,520.95,47.64,poor,520.0,1.0,86.77607865044695,56.470588235294144,400.0,1.0,119.14019280429794,120.0,0.8744729020125769,0.1292679000364305
487,0.6,0.96,160.9,70.0,0.4887,519.67,39.24,fair,521.1764705882354,1.0,73.25437648737412,45.882352941176464,400.0,1.0,126.38761649209124,121.17647058823536,0.944302930457665,0.10425575681270786
488,0.6,1.6,168.2,170.0,0.498,518.69,42.04,fair,514.1176470588235,1.0,72.67077836031822,49.41176470588232,400.0,1.0,127.00716839197688,114.11764705882354,0.7854613222332341,0.0906227090677422
489,0.6,1.09,124.5,86.7,0.5326,518.5,42.04,fair,522.3529411764706,1.0,64.65783185564031,45.88235294117652,400.0,1.0,125.0442321778568,122.35294117647061,0.9913631188277796,0.05892130845827757
490,2.18,0.81,173.2,192.0,0.5517,511.82,44.38,fair,514.1176470588235,1.0,78.38515082937464,49.41176470588232,400.0,1.0,118.21306470684785,114.11764705882354,0.9148252522087224,0.12673181935335015
491,0.6,1.09,153.6,153.3,0.3925,518.18,43.66,poor,514.1176470588235,1.0,81.67330536940091,51.76470588235293,400.0,1.0,120.47124997326958,114.11764705882354,0.7997429498113522,0.11128777204258955
492,0.8,1.02,199.7,239.1,0.5745,517.22,32.77,fair,514.1176470588235,1.0,60.23287855059144,36.47058823529409,400.0,1.0,121.92912250428358,114.11764705882354,0.7554811181538306,0.08318156157219538
493,0.6,1.21,146.4,103.3,0.5551,517.7,39.38,fair,518.8235294117648,1.0,63.79954179207908,40.0,400.0,1.0,125.1467688705117,118.82352941176475,0.9283456496778303,0.08370070392916579
494,0.6,1.47,131.8,103.3,0.6551,519.17,35.85,good,518.8235294117648,1.0,54.91308453795357,35.29411764705884,400.0,1.0,124.75270683141186,118.82352941176475,0.8966814021527016,0.05456243558120009
495,0.6,1.47,139.1,153.3,0.468,517.96,44.73,fair,524.7058823529412,1.0,71.4618121227615,50.58823529411768,400.0,1.0,122.42505216309338,124.70588235294122,0.91531092541415,0.09049492210789542
496,1.43,0.99,135.7,156.0,0.92,508.3,24.38,excellent,508.2352941176471,1.0,35.130330188941734,23.529411764705856,400.0,1.0,117.24762813856753,108.23529411764707,0.9108607974460708,0.03238792607851735
497,0.6,1.09,139.1,203.3,0.5696,515.86,40.7,fair,511.7647058823529,1.0,69.4592900626908,45.882352941176464,400.0,1.0,122.74005534556953,111.76470588235293,0.74619451325176,0.08013237127751825
498,2.2,0.87,146.0,157.1,0.5241,516.48,49.61,fair,515.2941176470588,1.0,76.06370832539753,54.11764705882348,400.0,1.0,125.26171407645492,115.29411764705878,0.861791991142407,0.09508745153055907
499,0.6,1.34,175.5,136.7,0.5022,520.83,43.09,fair,521.1764705882354,1.0,81.31165296212367,45.88235294117652,400.0,1.0,126.5808853993707,121.17647058823536,0.8766120206592228,0.12343273508347588
500,1.91,0.87,142.2,185.5,0.3708,517.24,44.17,poor,520.0,1.0,90.55886607543113,55.29411764705884,400.0,1.0,118.26969579381222,120.0,0.9166065749286127,0.15273555521694546
501,0.6,1.21,153.6,203.3,0.5237,518.74,39.52,fair,518.8235294117648,1.0,64.19383933964028,41.17647058823536,400.0,1.0,128.37005302260292,118.82352941176475,0.8956006417068709,0.08931732687816682
502,0.6,1.6,175.5,170.0,0.468,520.23,42.96,fair,516.4705882352941,1.0,72.09993931634065,49.411764705882376,400.0,1.0,121.66290940562176,116.47058823529414,0.8141957922140703,0.08478543068197945
503,0.82,1.26,177.2,227.6,0.4157,520.76,41.3,fair,521.1764705882354,1.0,74.61784069377066,45.88235294117652,400.0,1.0,128.9152054483447,121.17647058823536,0.9184710140228437,0.1366983258913844
504,1.72,0.94,126.3,218.9,0.6718,515.22,37.17,good,517.6470588235294,1.0,58.03683586968343,36.470588235294144,400.0,1.0,120.33477886567874,117.64705882352939,0.9681944670852793,0.06683171640277345
505,1.61,0.68,116.0,237.3,0.4971,514.82,50.1,fair,516.4705882352941,1.0,82.37431296310135,57.64705882352939,400.0,1.0,123.6406843166258,116.47058823529414,0.9425964579592216,0.12525128892031337
506,1.93,1.01,161.9,91.5,0.6498,514.88,31.21,good,514.1176470588235,1.0,49.855105496573664,31.764705882352985,400.0,1.0,103.76805287504243,114.11764705882354,0.8528518102482733,0.05915561157708217
507,0.6,0.83,153.6,103.3,0.7566,514.36,30.34,excellent,514.1176470588235,1.0,47.10765820032222,30.588235294117624,400.0,1.0,120.62532424112646,114.11764705882354,0.9042086265421136,0.05635885307320663
508,2.18,1.71,156.4,248.2,0.8693,511.06,22.69,excellent,510.5882352941177,1.0,34.24921778700257,22.35294117647061,400.0,1.0,120.05844184130146,110.58823529411768,0.880425007491979,0.04217238807790531
509,0.76,0.83,168.2,70.0,0.865,510.78,26.44,excellent,512.9411764705883,1.0,39.17152316415647,25.882352941176464,400.0,1.0,117.63376773140973,112.94117647058829,0.9680726162250342,0.04550431717341091
510,0.6,0.83,146.4,70.0,0.7148,516.41,37.5,good,518.8235294117648,1.0,52.00043199893807,36.470588235294144,400.0,1.0,122.48934099233891,118.82352941176475,0.9801653486058914,0.048472284317285744
511,0.6,0.96,146.4,103.3,0.5648,514.81,36.96,fair,518.8235294117648,1.0,59.083100938195976,37.64705882352939,400.0,1.0,122.26233585091956,118.82352941176475,0.9836453038727208,0.05737637866756127
512,0.6,1.21,168.2,86.7,0.5833,519.33,37.25,fair,520.0,1.0,58.13370362177788,38.823529411764696,400.0,1.0,124.30479848614571,120.0,0.9090154493399726,0.06679810071255345
513,1.3,0.72,160.7,166.9,0.7161,514.17,33.14,good,514.1176470588235,1.0,51.21773837271017,32.94117647058829,400.0,1.0,121.89910694441376,114.11764705882354,0.8976641116403633,0.0683871929896953
514,1.21,0.92,109.7,69.5,0.7773,511.94,30.84,excellent,510.5882352941177,1.0,45.89213664252168,30.588235294117567,400.0,1.0,119.12107146906617,110.58823529411768,0.8485810624850707,0.0600564146500988
515,1.33,1.52,197.9,229.0,0.6437,518.57,35.4,good,522.3529411764706,1.0,57.96772689766559,36.47058823529409,400.0,1.0,129.0814154827939,122.35294117647061,0.9778665320267981,0.08543015158011855
516,0.6,1.6,110.0,220.0,0.5116,521.21,46.6,fair,525.8823529411765,1.0,72.19916509488922,49.41176470588232,400.0,1.0,132.49415779307992,125.88235294117646,0.9735564375143924,0.09679891268627791
517,0.6,0.96,131.8,103.3,0.6011,516.03,35.34,good,514.1176470588235,1.0,62.65253080310739,36.470588235294144,400.0,1.0,122.4861949166613,114.11764705882354,0.8257616202746948,0.08480749384786807
518,1.81,1.09,118.4,200.4,0.7803,513.01,31.0,excellent,514.1176470588235,1.0,47.91836089627466,30.58823529411768,400.0,1.0,122.80926828404911,114.11764705882354,0.9625333148680139,0.05234441704007786
519,0.76,0.7,160.9,136.7,0.92,514.68,22.18,excellent,514.1176470588235,1.0,35.21436831572733,21.17647058823536,400.0,1.0,123.29651553462213,114.11764705882354,0.8755281359177732,0.0419236247124292
520,1.43,0.92,159.7,237.7,0.7706,517.47,26.24,excellent,518.8235294117648,1.0,39.59726180402499,25.88235294117652,400.0,1.0,124.97530269474838,118.82352941176475,0.9883116006981975,0.054806438630989704
521,0.6,1.09,117.3,86.7,0.5323,516.84,45.85,fair,514.1176470588235,1.0,70.93490946247205,48.23529411764713,400.0,1.0,124.62264270174022,114.11764705882354,0.8091518386189627,0.08060653181200043
522,1.93,1.28,134.5,78.7,0.8425,513.63,29.82,excellent,512.9411764705883,1.0,44.11822827305283,29.411764705882376,400.0,1.0,119.86391561329398,112.94117647058829,0.8915321531668559,0.04354561032505992
523,0.6,1.47,110.0,86.7,0.5431,517.37,45.71,fair,522.3529411764706,1.0,71.6431218597725,48.23529411764707,400.0,1.0,123.03657942576842,122.35294117647061,0.9683167903219314,0.09130938980823412
524,0.6,1.47,117.3,120.0,0.5554,517.22,40.45,fair,521.1764705882354,1.0,67.87768879146027,43.529411764705856,400.0,1.0,125.5142779493871,121.17647058823536,0.9942361498626702,0.08143190483281777
525,0.6,1.47,146.4,186.7,0.4679,518.33,41.57,fair,522.3529411764706,1.0,72.21284143977323,47.05882352941171,400.0,1.0,122.37795759702134,122.35294117647061,0.9863141742067183,0.09414771833119966
526,0.6,1.21,131.8,203.3,0.5732,522.11,39.58,fair,525.8823529411765,1.0,65.66391847845162,42.35294117647055,400.0,1.0,127.30201361047598,125.88235294117646,0.9979507921364912,0.08773341162622711
527,0.6,0.96,175.5,136.7,0.5012,517.19,40.71,fair,518.8235294117648,1.0,66.59437095229642,43.529411764705856,400.0,1.0,121.40621833400706,118.82352941176475,0.9363224134417027,0.10418480823373752
528,0.6,1.6,110.0,153.3,0.6171,518.88,41.1,good,516.4705882352941,1.0,62.031367624627386,42.352941176470665,400.0,1.0,122.07918816913694,116.47058823529414,0.8153719702035364,0.07401004520322324
529,0.56,1.13,113.7,184.1,0.6073,516.62,39.2,good,515.2941176470588,1.0,64.23235537482059,43.52941176470591,400.0,1.0,122.78611030508584,115.29411764705878,0.8347414277529719,0.08769558827181076
530,0.76,0.7,175.5,103.3,0.92,518.07,27.67,excellent,516.4705882352941,1.0,38.07734240531859,27.058823529411768,400.0,1.0,124.41384261553787,116.47058823529414,0.8536701705475962,0.036004761749990795
531,1.89,1.42,156.1,68.6,0.8729,510.82,24.36,excellent,510.5882352941177,1.0,36.264878534670565,23.529411764705912,400.0,1.0,119.32667402340147,110.58823529411768,0.8846568852893835,0.04116502814411811
532,0.6,0.7,117.3,153.3,0.8546,515.17,28.12,excellent,516.4705882352941,1.0,42.500015887146986,25.882352941176464,400.0,1.0,119.31828537161753,116.47058823529414,0.985236059503952,0.055316590634236495
533,0.6,1.34,182.7,186.7,0.5125,519.89,43.7,fair,521.1764705882354,1.0,71.88447346882226,51.76470588235287,400.0,1.0,125.68684629954507,121.17647058823536,0.9150558695621233,0.09375189136159597
534,0.6,1.6,153.6,70.0,0.3847,519.53,49.34,poor,521.1764705882354,1.0,95.7974473957831,56.47058823529409,400.0,1.0,121.90110050157016,121.17647058823536,0.9106455357725021,0.17131559040295208
535,0.9,1.76,127.0,131.7,0.6818,518.37,34.47,good,517.6470588235294,1.0,51.845625576554134,35.29411764705884,400.0,1.0,124.7935411368866,117.64705882352939,0.8618675982741402,0.051862316919307885
536,0.94,0.82,185.8,138.6,0.7721,512.17,25.28,excellent,510.5882352941177,1.0,41.33034395108909,24.705882352941217,400.0,1.0,119.42409452398974,110.58823529411768,0.8236964566497664,0.06327510707189571
537,0.6,1.6,153.6,120.0,0.6588,516.8,38.45,good,518.8235294117648,1.0,65.4382796789949,43.529411764705856,400.0,1.0,121.13839228133747,118.82352941176475,0.9352813899218804,0.08091345484036008
538,0.6,1.09,182.7,153.3,0.5819,518.67,41.88,fair,518.8235294117648,1.0,62.20299824192646,43.529411764705856,400.0,1.0,125.58687167962127,118.82352941176475,0.9079593153105083,0.042962538616270016
539,1.05,1.62,113.6,151.5,0.5256,516.11,41.14,fair,517.6470588235294,1.0,69.7347424479805,44.70588235294116,400.0,1.0,127.0990800494503,117.64705882352939,0.9107667114273863,0.09581964537773313
540,0.6,0.83,160.9,220.0,0.7821,516.95,28.63,excellent,518.8235294117648,1.0,44.71621846049325,28.235294117647072,400.0,1.0,121.29686883259065,118.82352941176475,0.9866354380883048,0.04827863184288155
541,2.07,1.73,174.6,211.1,0.7219,517.1,28.56,good,515.2941176470588,1.0,45.81892843035807,29.41176470588232,400.0,1.0,124.12196822108164,115.29411764705878,0.8214679721855827,0.06605096899655219
542,0.76,0.7,175.5,153.3,0.92,514.91,20.5,excellent,514.1176470588235,1.0,34.73996138010972,20.000000000000057,400.0,1.0,121.72878630204353,114.11764705882354,0.8477328036145043,0.05633860641244629
543,0.76,0.83,146.4,86.7,0.92,514.97,23.65,excellent,515.2941176470588,1.0,34.297784638871185,23.529411764705856,400.0,1.0,121.22083565972173,115.29411764705878,0.9422340037874215,0.036558364513416194
544,1.11,1.19,104.7,62.6,0.4612,518.06,42.26,fair,521.1764705882354,1.0,73.77139623604035,49.41176470588232,400.0,1.0,124.04079283530447,121.17647058823536,0.9638240536861368,0.0657347059880942
545,0.76,0.7,131.8,203.3,0.92,514.91,26.01,excellent,514.1176470588235,1.0,34.73296642687796,24.705882352941103,400.0,1.0,121.17888212156362,114.11764705882354,0.8948399090961731,0.029990473474221985
546,0.6,1.47,110.0,186.7,0.3919,519.54,47.36,poor,514.1176470588235,1.0,94.66977531649832,63.529411764705856,400.0,1.0,116.46801894273094,114.11764705882354,0.7827787333836983,0.18274764830556156
547,1.18,1.1,192.0,143.9,0.777,514.32,29.44,excellent,514.1176470588235,1.0,45.69110800626598,29.41176470588232,400.0,1.0,121.67207186769731,114.11764705882354,0.8956371264413802,0.042226099495963045
548,1.95,0.84,102.1,200.1,0.3738,515.16,56.87,poor,511.7647058823529,1.0,83.60975415788035,61.176470588235304,400.0,1.0,117.13242606112317,111.76470588235293,0.8471353212859098,0.08657660679005434
549,0.57,1.46,103.1,139.7,0.6724,516.45,43.27,good,515.2941176470588,1.0,60.87231667197894,45.882352941176464,400.0,1.0,122.24642339625876,115.29411764705878,0.8847770594590342,0.06017862696657833
550,0.6,1.21,168.2,186.7,0.5235,518.36,36.54,fair,516.4705882352941,1.0,68.37681261426138,42.35294117647061,400.0,1.0,127.9553656354774,116.47058823529414,0.8122150412735398,0.09573305330989171
551,0.6,0.7,139.1,120.0,0.8547,515.51,28.03,excellent,512.9411764705883,1.0,40.40123087971875,29.411764705882376,400.0,1.0,123.9824841230843,112.94117647058829,0.7925590304694223,0.0332920397351502
552,0.6,0.96,131.8,136.7,0.5857,516.06,39.23,fair,515.2941176470588,1.0,57.68896791654678,42.35294117647055,400.0,1.0,122.92756709593384,115.29411764705878,0.8726700441880136,0.053734108613239004
553,0.76,0.83,117.3,170.0,0.746,513.31,31.6,good,511.7647058823529,1.0,43.55818421667808,29.411764705882376,400.0,1.0,120.66738238821947,111.76470588235293,0.8396852301312419,0.04506609876224273
554,0.6,0.7,182.7,86.7,0.7205,517.03,32.1,good,517.6470588235294,1.0,51.24106140730979,31.764705882352985,400.0,1.0,125.05339682753805,117.64705882352939,0.9419739137588994,0.06234512834645737
555,1.23,1.17,194.3,237.8,0.5567,517.27,34.21,fair,520.0,1.0,55.333839541223426,35.29411764705884,400.0,1.0,126.81433564327614,120.0,0.9482587492437308,0.06387092393317909
556,1.47,0.62,144.7,157.6,0.6839,513.36,40.04,good,510.5882352941177,1.0,57.629814662347584,44.70588235294116,400.0,1.0,118.2190172936459,110.58823529411768,0.8053235558822593,0.04355635652969844
557,1.44,1.0,119.2,213.7,0.7018,514.73,34.28,good,514.1176470588235,1.0,50.84806413646565,31.764705882352985,400.0,1.0,121.52094737332098,114.11764705882354,0.8858325685990978,0.06388804844454041
558,0.6,0.7,182.7,186.7,0.6783,519.4,32.04,good,520.0,1.0,54.12834755093117,32.94117647058829,400.0,1.0,127.66679031073983,120.0,0.9031777178385995,0.069137228084538
559,1.64,1.71,163.0,181.7,0.8523,514.71,24.51,excellent,515.2941176470588,1.0,37.384751030823395,23.529411764705856,400.0,1.0,120.94378497489292,115.29411764705878,0.9547914774647847,0.04191592871956826
560,0.6,1.21,117.3,186.7,0.4966,518.58,46.23,fair,512.9411764705883,1.0,74.47606297327351,51.764705882352985,400.0,1.0,126.43232930668725,112.94117647058829,0.766028469426215,0.07871693145005647
561,1.24,0.69,126.8,163.1,0.8335,510.47,30.84,excellent,508.2352941176471,1.0,43.009121058875714,30.588235294117624,400.0,1.0,115.90822222077523,108.23529411764707,0.8052695290505304,0.03231878260162917
562,0.6,1.6,139.1,86.7,0.6368,518.92,35.55,good,520.0,1.0,56.71948302724766,38.82352941176475,400.0,1.0,126.33660900199695,120.0,0.9329275390085385,0.07854824589335523
563,0.6,1.47,131.8,170.0,0.5201,519.02,38.97,fair,518.8235294117648,1.0,72.835447938948,41.176470588235304,400.0,1.0,127.44817738194372,118.82352941176475,0.873741951689483,0.12982546977788068
564,0.6,1.34,117.3,220.0,0.4341,519.14,45.48,fair,521.1764705882354,1.0,85.91629329601622,56.47058823529403,400.0,1.0,126.76468656984275,121.17647058823536,0.9284909254719337,0.1175699261013456
565,0.76,0.83,124.5,170.0,0.7913,515.12,29.27,excellent,515.2941176470588,1.0,44.208450556499336,29.41176470588232,400.0,1.0,121.02009911947587,115.29411764705878,0.9191351477380814,0.04792327885607811
566,1.33,1.09,185.0,144.0,0.7106,515.18,30.81,good,514.1176470588235,1.0,49.844288854563914,30.58823529411768,400.0,1.0,124.5931668385953,114.11764705882354,0.8544742035446475,0.05493102370141019
567,0.6,1.47,168.2,220.0,0.3508,519.39,47.45,poor,522.3529411764706,1.0,80.92959577192256,51.764705882352985,400.0,1.0,119.95605100135127,122.35294117647061,0.9685591279187121,0.11751721455904096
568,0.76,0.7,160.9,186.7,0.92,515.71,20.63,excellent,515.2941176470588,1.0,28.78279489973154,18.823529411764753,400.0,1.0,122.16180197708368,115.29411764705878,0.9055119718729879,0.02639263238438664
569,0.6,0.7,160.9,103.3,0.8921,516.32,26.14,excellent,517.6470588235294,1.0,41.43428243964868,25.882352941176464,400.0,1.0,124.33849076386758,117.64705882352939,0.9740857563177098,0.04638476811440077
570,1.54,1.64,133.9,179.9,0.8293,513.34,27.26,excellent,514.1176470588235,1.0,40.08815254712235,25.882352941176464,400.0,1.0,121.0920985063573,114.11764705882354,0.9520069793518571,0.040292179006485386
571,0.99,1.46,182.3,197.7,0.516,517.25,39.71,fair,516.4705882352941,1.0,62.63442068790893,41.17647058823536,400.0,1.0,119.41382967638863,116.47058823529414,0.8632117166680862,0.06513866719600918
572,1.65,1.23,172.5,214.7,0.7115,514.37,29.09,good,515.2941176470588,1.0,48.01491383255831,30.588235294117624,400.0,1.0,121.35866633386284,115.29411764705878,0.9404965337972945,0.059496047353788085
573,1.53,0.64,178.5,242.5,0.5663,514.87,43.71,fair,514.1176470588235,1.0,70.38907732098389,47.05882352941177,400.0,1.0,125.78072349847041,114.11764705882354,0.8587545218002561,0.09414657246371827
574,0.6,1.21,110.0,86.7,0.4447,517.22,46.1,fair,520.0,1.0,80.1280232517273,54.117647058823536,400.0,1.0,123.35157463558721,120.0,0.9638907386220167,0.09214192975126305
575,0.76,0.7,182.7,203.3,0.6665,514.0,27.36,good,516.4705882352941,1.0,51.39327130510576,29.41176470588232,400.0,1.0,121.30439161241388,116.47058823529414,0.9517097240328848,0.0830791372949659
576,0.6,1.21,124.5,170.0,0.5021,517.95,47.19,fair,511.7647058823529,1.0,72.64534185142222,49.411764705882376,400.0,1.0,122.37121266689385,111.76470588235293,0.7348449055745454,0.07116954144791404
577,1.87,1.43,172.0,131.0,0.8011,515.52,28.23,excellent,514.1176470588235,1.0,41.89140023564605,28.235294117647015,400.0,1.0,123.87739486600032,114.11764705882354,0.840450139509784,0.045875622908318626
578,1.41,1.27,135.3,76.5,0.9123,514.17,24.24,excellent,515.2941176470588,1.0,35.56806075503722,23.529411764705856,400.0,1.0,121.66791497436179,115.29411764705878,0.988003868104117,0.03630978494511567
579,2.06,1.43,108.6,216.7,0.6879,517.19,32.73,good,517.6470588235294,1.0,53.0471272937134,34.11764705882348,400.0,1.0,126.06001125284004,117.64705882352939,0.9218898307658449,0.05743903460373182
580,2.02,1.71,182.4,197.5,0.675,515.92,30.2,good,517.6470588235294,1.0,54.94340419523735,32.94117647058829,400.0,1.0,122.89877317466316,117.64705882352939,0.9306976543518949,0.08760253652050667
581,0.7,1.74,108.8,198.2,0.3411,520.21,51.58,poor,516.4705882352941,1.0,90.9870078334851,65.88235294117646,400.0,1.0,113.43436537822646,116.47058823529414,0.8175640041328966,0.1456793792741901
582,1.62,0.76,165.5,195.8,0.5498,515.9,42.23,fair,516.4705882352941,1.0,64.6572290798166,47.058823529411825,400.0,1.0,121.47020885372453,116.47058823529414,0.906377656412905,0.07751591678489536
583,0.6,0.96,160.9,86.7,0.5179,518.54,39.22,fair,517.6470588235294,1.0,73.00038526949041,45.882352941176464,400.0,1.0,123.66346214740412,117.64705882352939,0.8287725399572226,0.10964408794207917
584,0.76,0.7,110.0,103.3,0.7294,514.53,31.48,good,515.2941176470588,1.0,49.054591203753674,30.588235294117624,400.0,1.0,121.70964939705333,115.29411764705878,0.9364794617285308,0.054855532648961855
585,0.6,1.09,139.1,153.3,0.538,519.2,39.34,fair,523.5294117647059,1.0,64.14601099371122,43.52941176470597,400.0,1.0,126.55787189617297,123.52941176470586,0.9969737799790102,0.07726921845230579
586,0.99,0.74,148.4,222.0,0.794,514.29,27.01,excellent,514.1176470588235,1.0,41.27692848860985,25.882352941176407,400.0,1.0,122.68950364121915,114.11764705882354,0.9058465216297904,0.04309905880509801
587,1.85,1.16,188.5,223.2,0.4807,516.69,40.02,fair,518.8235294117648,1.0,67.12069466407291,45.882352941176464,400.0,1.0,128.10072479340772,118.82352941176475,0.9662305178698359,0.09657082824117706
588,0.6,0.96,153.6,220.0,0.5442,519.06,38.61,fair,515.2941176470588,1.0,64.3683445712187,41.176470588235304,400.0,1.0,125.20300732591745,115.29411764705878,0.7815444879839177,0.09454689789708703
589,0.6,0.83,182.7,170.0,0.6913,515.69,34.3,good,516.4705882352941,1.0,55.16036967021914,35.29411764705884,400.0,1.0,121.43323746736152,116.47058823529414,0.9194341939849111,0.07040531785835372
590,2.15,0.68,191.6,84.7,0.5939,514.62,53.68,fair,515.2941176470588,1.0,77.67525111513525,57.64705882352945,400.0,1.0,121.18538939020272,115.29411764705878,0.9251311065826167,0.06554953099245692
591,0.6,1.34,190.0,70.0,0.5627,515.65,41.75,fair,518.8235294117648,1.0,63.40386844009859,41.176470588235304,400.0,1.0,122.45333394438914,118.82352941176475,0.9827367197593172,0.07223045192050143
592,0.93,1.17,135.0,221.6,0.6769,519.38,34.41,good,517.6470588235294,1.0,49.18009376927742,35.29411764705878,400.0,1.0,127.83451016124815,117.64705882352939,0.8460819299541764,0.04103419249880895
593,0.59,1.03,181.1,115.4,0.4689,519.42,44.11,fair,521.1764705882354,1.0,75.25448877146185,50.58823529411768,400.0,1.0,126.00626195554099,121.17647058823536,0.9632300806947172,0.11282097863244729
594,0.71,1.5,113.5,247.2,0.4976,515.88,46.26,fair,516.4705882352941,1.0,75.75417255071895,56.470588235294144,400.0,1.0,120.88450822311607,116.47058823529414,0.9133435951488956,0.09748415896591518
595,0.6,0.83,124.5,203.3,0.7474,512.61,34.3,good,511.7647058823529,1.0,56.419668326247205,35.29411764705884,400.0,1.0,119.44597985042705,111.76470588235293,0.8516739657215588,0.07760861502286782
596,0.95,1.33,103.7,187.1,0.6053,516.49,37.87,good,512.9411764705883,1.0,61.83106733978307,38.82352941176475,400.0,1.0,124.17063208354622,112.94117647058829,0.7731776183399256,0.0851534126985942
597,2.08,1.18,127.1,127.7,0.6472,513.84,34.46,good,517.6470588235294,1.0,55.836876474491376,35.29411764705878,400.0,1.0,123.31099394288643,117.64705882352939,0.9911140930184797,0.09115985273624695
598,0.6,1.6,168.2,153.3,0.6249,520.08,40.2,good,516.4705882352941,1.0,60.15458098813581,41.17647058823536,400.0,1.0,126.5670150509012,116.47058823529414,0.7870616391383634,0.04872077008398436
599,0.6,1.6,182.7,103.3,0.4536,520.03,42.32,fair,521.1764705882354,1.0,76.92063111640644,48.235294117647015,400.0,1.0,128.12135898680657,121.17647058823536,0.9133139165244906,0.10515786858407963
600,0.6,1.47,190.0,170.0,0.5,520.16,41.07,fair,515.2941176470588,1.0,75.84379055285464,50.588235294117624,400.0,1.0,126.20339412345751,115.29411764705878,0.7650997813526785,0.0955675719422556
601,0.6,1.21,175.5,153.3,0.494,517.87,44.22,fair,516.4705882352941,1.0,75.01421598775367,49.411764705882376,400.0,1.0,123.43584484690581,116.47058823529414,0.8675211588902537,0.07665305224869333
602,0.6,1.21,160.9,186.7,0.5564,517.01,39.39,fair,518.8235294117648,1.0,60.00022182815458,38.823529411764696,400.0,1.0,120.7674235601659,118.82352941176475,0.9439156180187256,0.07855528641770494
603,0.56,0.66,132.4,181.2,0.7988,513.03,26.91,excellent,512.9411764705883,1.0,42.39637862382757,27.05882352941171,400.0,1.0,121.59764716133475,112.94117647058829,0.8888471456490113,0.04232025336496681
604,2.12,0.8,130.2,93.2,0.5423,514.14,46.95,fair,515.2941176470588,1.0,74.90935248613751,49.41176470588232,400.0,1.0,119.24335025473026,115.29411764705878,0.8925854033625726,0.08709055136940744
